Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sat Mar 1 2014,8:30p,Brooklyn Nets,107,Milwaukee Bucks,98,Box Score,,14081,2:12,BMO Harris Bradley Center,
Sat Mar 1 2014,9:00p,Cleveland Cavaliers,96,Memphis Grizzlies,110,Box Score,,17011,2:06,FedEx Forum,
Sat Mar 1 2014,10:00p,Denver Nuggets,96,Portland Trail Blazers,102,Box Score,,20068,2:21,Moda Center,
Sat Mar 1 2014,10:00p,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,,17085,2:13,Sleep Train Arena,
Sat Mar 1 2014,10:30p,New Orleans Pelicans,76,Los Angeles Clippers,108,Box Score,,19060,2:15,STAPLES Center,
Sun Mar 2 2014,1:00p,New York Knicks,90,Chicago Bulls,109,Box Score,,21739,2:18,United Center,
Sun Mar 2 2014,4:00p,Golden State Warriors,98,Toronto Raptors,104,Box Score,,18658,2:10,Air Canada Centre,
Sun Mar 2 2014,6:00p,Utah Jazz,91,Indiana Pacers,94,Box Score,,18165,2:20,Bankers Life Fieldhouse,
Sun Mar 2 2014,6:00p,Philadelphia 76ers,81,Orlando Magic,92,Box Score,,16704,2:13,Amway Center,
Sun Mar 2 2014,7:00p,Charlotte Bobcats,99,Oklahoma City Thunder,116,Box Score,,18203,2:19,Chesapeake Energy Arena,
Sun Mar 2 2014,7:00p,Dallas Mavericks,106,San Antonio Spurs,112,Box Score,,18581,2:11,AT&T Center,
Sun Mar 2 2014,8:00p,Atlanta Hawks,120,Phoenix Suns,129,Box Score,,16759,2:14,US Airways Center,
Mon Mar 3 2014,7:00p,Memphis Grizzlies,110,Washington Wizards,104,Box Score,,14065,2:19,Verizon Center,
Mon Mar 3 2014,7:30p,Chicago Bulls,80,Brooklyn Nets,96,Box Score,,17732,2:12,Barclays Center,
Mon Mar 3 2014,7:30p,New York Knicks,85,Detroit Pistons,96,Box Score,,14742,2:17,The Palace of Auburn Hills,
Mon Mar 3 2014,7:30p,Charlotte Bobcats,107,Miami Heat,124,Box Score,,19727,2:10,AmericanAirlines Arena,
Mon Mar 3 2014,8:00p,Utah Jazz,88,Milwaukee Bucks,114,Box Score,,10022,2:04,BMO Harris Bradley Center,
Mon Mar 3 2014,9:00p,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,,15240,2:32,Pepsi Center,
Mon Mar 3 2014,10:00p,Los Angeles Lakers,107,Portland Trail Blazers,106,Box Score,,20013,2:12,Moda Center,
Mon Mar 3 2014,10:00p,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,,16225,2:15,Sleep Train Arena,
Tue Mar 4 2014,7:00p,San Antonio Spurs,122,Cleveland Cavaliers,101,Box Score,,17966,2:08,Quicken Loans Arena,
Tue Mar 4 2014,7:00p,Golden State Warriors,98,Indiana Pacers,96,Box Score,,18165,2:15,Bankers Life Fieldhouse,
Tue Mar 4 2014,8:00p,Miami Heat,103,Houston Rockets,106,Box Score,,18523,2:19,Toyota Center,
Tue Mar 4 2014,8:00p,Philadelphia 76ers,92,Oklahoma City Thunder,125,Box Score,,18203,2:19,Chesapeake Energy Arena,
Tue Mar 4 2014,9:00p,Los Angeles Clippers,104,Phoenix Suns,96,Box Score,,15068,2:08,US Airways Center,
Tue Mar 4 2014,10:30p,New Orleans Pelicans,132,Los Angeles Lakers,125,Box Score,,18436,2:16,STAPLES Center,
Wed Mar 5 2014,7:00p,Indiana Pacers,87,Charlotte Bobcats,109,Box Score,,15372,2:08,Time Warner Cable Arena,
Wed Mar 5 2014,7:00p,Houston Rockets,101,Orlando Magic,89,Box Score,,16012,2:13,Amway Center,
Wed Mar 5 2014,7:00p,Utah Jazz,91,Washington Wizards,104,Box Score,,13911,1:59,Verizon Center,
Wed Mar 5 2014,7:30p,Golden State Warriors,108,Boston Celtics,88,Box Score,,18155,2:03,TD Garden,
Wed Mar 5 2014,7:30p,Memphis Grizzlies,94,Brooklyn Nets,103,Box Score,,17053,2:13,Barclays Center,
Wed Mar 5 2014,7:30p,Chicago Bulls,105,Detroit Pistons,94,Box Score,,14007,2:03,The Palace of Auburn Hills,
Wed Mar 5 2014,8:00p,Dallas Mavericks,110,Denver Nuggets,115,Box Score,,14541,2:25,Pepsi Center,
Wed Mar 5 2014,8:00p,Sacramento Kings,116,Milwaukee Bucks,102,Box Score,,11079,2:09,BMO Harris Bradley Center,
Wed Mar 5 2014,8:00p,New York Knicks,118,Minnesota Timberwolves,106,Box Score,,14294,2:11,Target Center,
Wed Mar 5 2014,10:30p,Atlanta Hawks,78,Portland Trail Blazers,102,Box Score,,20043,2:16,Moda Center,
Thu Mar 6 2014,8:00p,Miami Heat,87,San Antonio Spurs,111,Box Score,,18581,2:30,AT&T Center,
Thu Mar 6 2014,9:00p,Oklahoma City Thunder,122,Phoenix Suns,128,Box Score,,17816,2:20,US Airways Center,
Thu Mar 6 2014,10:30p,Los Angeles Clippers,142,Los Angeles Lakers,94,Box Score,,18488,2:23,STAPLES Center,
Fri Mar 7 2014,7:00p,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,15688,2:11,Time Warner Cable Arena,
Fri Mar 7 2014,7:00p,Memphis Grizzlies,85,Chicago Bulls,77,Box Score,,21318,2:11,United Center,
Fri Mar 7 2014,7:00p,Sacramento Kings,87,Toronto Raptors,99,Box Score,,18188,2:20,Air Canada Centre,
Fri Mar 7 2014,7:30p,Brooklyn Nets,84,Boston Celtics,91,Box Score,,18195,2:13,TD Garden,
Fri Mar 7 2014,7:30p,Utah Jazz,81,New York Knicks,108,Box Score,,19812,2:08,Madison Square Garden (IV),
Fri Mar 7 2014,8:00p,Detroit Pistons,101,Minnesota Timberwolves,114,Box Score,,16242,2:07,Target Center,
Fri Mar 7 2014,8:00p,Milwaukee Bucks,104,New Orleans Pelicans,112,Box Score,,16061,2:20,Smoothie King Center,
Fri Mar 7 2014,8:30p,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,20251,2:25,American Airlines Center,
Fri Mar 7 2014,9:00p,Los Angeles Lakers,126,Denver Nuggets,134,Box Score,,18248,2:12,Pepsi Center,
Fri Mar 7 2014,9:30p,Indiana Pacers,86,Houston Rockets,112,Box Score,,18332,2:28,Toyota Center,
Fri Mar 7 2014,10:30p,Atlanta Hawks,97,Golden State Warriors,111,Box Score,,19596,2:05,Oracle Arena,
Sat Mar 8 2014,7:30p,New York Knicks,107,Cleveland Cavaliers,97,Box Score,,20562,2:30,Quicken Loans Arena,
Sat Mar 8 2014,7:30p,Utah Jazz,104,Philadelphia 76ers,92,Box Score,,13569,2:13,Wells Fargo Center,
Sat Mar 8 2014,8:00p,Charlotte Bobcats,89,Memphis Grizzlies,111,Box Score,,17298,2:06,FedEx Forum,
Sat Mar 8 2014,8:30p,Orlando Magic,112,San Antonio Spurs,121,Box Score,,18581,2:11,AT&T Center,
Sat Mar 8 2014,9:00p,Washington Wizards,114,Milwaukee Bucks,107,Box Score,,14839,2:12,BMO Harris Bradley Center,
Sat Mar 8 2014,10:30p,Atlanta Hawks,108,Los Angeles Clippers,109,Box Score,,19178,2:22,STAPLES Center,
Sun Mar 9 2014,1:00p,Miami Heat,88,Chicago Bulls,95,Box Score,OT,22028,2:45,United Center,
Sun Mar 9 2014,3:30p,Oklahoma City Thunder,110,Los Angeles Lakers,114,Box Score,,18997,2:32,STAPLES Center,
Sun Mar 9 2014,6:00p,Detroit Pistons,111,Boston Celtics,118,Box Score,,18624,2:22,TD Garden,
Sun Mar 9 2014,6:00p,Sacramento Kings,89,Brooklyn Nets,104,Box Score,,17732,2:09,Barclays Center,
Sun Mar 9 2014,6:00p,Denver Nuggets,107,New Orleans Pelicans,111,Box Score,OT,17115,2:40,Smoothie King Center,
Sun Mar 9 2014,7:00p,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,18321,2:55,Toyota Center,
Sun Mar 9 2014,7:00p,Toronto Raptors,111,Minnesota Timberwolves,104,Box Score,,13116,2:18,Target Center,
Sun Mar 9 2014,7:30p,Indiana Pacers,94,Dallas Mavericks,105,Box Score,,20361,2:24,American Airlines Center,
Sun Mar 9 2014,9:00p,Phoenix Suns,107,Golden State Warriors,113,Box Score,,19596,2:19,Oracle Arena,
Mon Mar 10 2014,7:00p,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,,14312,2:14,Time Warner Cable Arena,
Mon Mar 10 2014,7:30p,Toronto Raptors,97,Brooklyn Nets,101,Box Score,,17351,2:20,Barclays Center,
Mon Mar 10 2014,7:30p,Washington Wizards,90,Miami Heat,99,Box Score,,19657,2:06,AmericanAirlines Arena,
Mon Mar 10 2014,7:30p,Philadelphia 76ers,110,New York Knicks,123,Box Score,,19812,2:28,Madison Square Garden (IV),
Mon Mar 10 2014,8:00p,Orlando Magic,98,Milwaukee Bucks,105,Box Score,,10114,2:03,BMO Harris Bradley Center,
Mon Mar 10 2014,9:00p,Atlanta Hawks,112,Utah Jazz,110,Box Score,,17774,2:17,EnergySolutions Arena,
Mon Mar 10 2014,10:30p,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,,19226,2:36,STAPLES Center,
Tue Mar 11 2014,7:00p,Boston Celtics,83,Indiana Pacers,94,Box Score,,18165,2:11,Bankers Life Fieldhouse,
Tue Mar 11 2014,7:30p,Sacramento Kings,89,Detroit Pistons,99,Box Score,,15234,2:16,The Palace of Auburn Hills,
Tue Mar 11 2014,8:00p,San Antonio Spurs,104,Chicago Bulls,96,Box Score,,21634,2:08,United Center,
Tue Mar 11 2014,8:00p,Portland Trail Blazers,99,Memphis Grizzlies,109,Box Score,,17391,2:04,FedEx Forum,
Tue Mar 11 2014,8:00p,Milwaukee Bucks,101,Minnesota Timberwolves,112,Box Score,,12473,2:11,Target Center,
Tue Mar 11 2014,8:00p,Houston Rockets,98,Oklahoma City Thunder,106,Box Score,,18203,2:30,Chesapeake Energy Arena,
Tue Mar 11 2014,10:30p,Dallas Mavericks,85,Golden State Warriors,108,Box Score,,19596,2:12,Oracle Arena,
Wed Mar 12 2014,7:00p,Brooklyn Nets,96,Miami Heat,95,Box Score,,19616,2:22,AmericanAirlines Arena,
Wed Mar 12 2014,7:00p,Denver Nuggets,120,Orlando Magic,112,Box Score,,16097,2:06,Amway Center,
Wed Mar 12 2014,7:00p,Sacramento Kings,115,Philadelphia 76ers,98,Box Score,,11109,2:25,Wells Fargo Center,
Wed Mar 12 2014,7:00p,Detroit Pistons,87,Toronto Raptors,101,Box Score,,18247,2:10,Air Canada Centre,
Wed Mar 12 2014,7:00p,Charlotte Bobcats,98,Washington Wizards,85,Box Score,,17220,2:04,Verizon Center,
Wed Mar 12 2014,7:30p,New York Knicks,116,Boston Celtics,92,Box Score,,18624,2:07,TD Garden,
Wed Mar 12 2014,8:00p,Memphis Grizzlies,90,New Orleans Pelicans,88,Box Score,,16513,2:15,Smoothie King Center,
Wed Mar 12 2014,9:00p,Dallas Mavericks,108,Utah Jazz,101,Box Score,,17982,2:05,EnergySolutions Arena,
Wed Mar 12 2014,9:30p,Portland Trail Blazers,90,San Antonio Spurs,103,Box Score,,18581,2:22,AT&T Center,
Wed Mar 12 2014,10:00p,Cleveland Cavaliers,110,Phoenix Suns,101,Box Score,,17902,2:21,US Airways Center,
Wed Mar 12 2014,10:30p,Golden State Warriors,98,Los Angeles Clippers,111,Box Score,,19570,2:15,STAPLES Center,
Thu Mar 13 2014,7:00p,Houston Rockets,87,Chicago Bulls,111,Box Score,,21747,2:22,United Center,
Thu Mar 13 2014,7:30p,Milwaukee Bucks,97,Atlanta Hawks,102,Box Score,,12554,2:10,Philips Arena,
Thu Mar 13 2014,9:30p,Los Angeles Lakers,102,Oklahoma City Thunder,131,Box Score,,18203,2:27,Chesapeake Energy Arena,
Fri Mar 14 2014,7:00p,Minnesota Timberwolves,93,Charlotte Bobcats,105,Box Score,,16983,2:01,Time Warner Cable Arena,
Fri Mar 14 2014,7:00p,Washington Wizards,105,Orlando Magic,101,Box Score,OT,16011,2:25,Amway Center,
Fri Mar 14 2014,7:00p,Indiana Pacers,101,Philadelphia 76ers,94,Box Score,,14754,2:14,Wells Fargo Center,
Fri Mar 14 2014,7:00p,Memphis Grizzlies,86,Toronto Raptors,99,Box Score,,18465,2:15,Air Canada Centre,
Fri Mar 14 2014,7:30p,Phoenix Suns,87,Boston Celtics,80,Box Score,,18624,2:09,TD Garden,
Fri Mar 14 2014,7:30p,Denver Nuggets,111,Miami Heat,107,Box Score,,19600,2:27,AmericanAirlines Arena,
Fri Mar 14 2014,8:00p,Portland Trail Blazers,111,New Orleans Pelicans,103,Box Score,,16913,2:08,Smoothie King Center,
Fri Mar 14 2014,8:30p,Los Angeles Lakers,85,San Antonio Spurs,119,Box Score,,18581,2:02,AT&T Center,
Fri Mar 14 2014,9:00p,Los Angeles Clippers,96,Utah Jazz,87,Box Score,,19381,2:02,EnergySolutions Arena,
Fri Mar 14 2014,10:30p,Cleveland Cavaliers,103,Golden State Warriors,94,Box Score,,19596,2:07,Oracle Arena,
Sat Mar 15 2014,12:00p,Milwaukee Bucks,94,New York Knicks,115,Box Score,,19812,2:17,Madison Square Garden (IV),
Sat Mar 15 2014,7:00p,Brooklyn Nets,94,Washington Wizards,101,Box Score,,20356,2:11,Verizon Center,
Sat Mar 15 2014,7:30p,Denver Nuggets,92,Atlanta Hawks,97,Box Score,,16921,2:19,Philips Arena,
Sat Mar 15 2014,7:30p,Indiana Pacers,112,Detroit Pistons,104,Box Score,OT,17440,2:38,The Palace of Auburn Hills,
Sat Mar 15 2014,7:30p,Memphis Grizzlies,103,Philadelphia 76ers,77,Box Score,,15164,2:15,Wells Fargo Center,
Sat Mar 15 2014,8:00p,Sacramento Kings,87,Chicago Bulls,94,Box Score,,22012,2:23,United Center,
Sun Mar 16 2014,1:00p,Charlotte Bobcats,101,Milwaukee Bucks,92,Box Score,,14536,2:05,BMO Harris Bradley Center,
Sun Mar 16 2014,1:00p,Phoenix Suns,121,Toronto Raptors,113,Box Score,,18717,2:22,Air Canada Centre,
Sun Mar 16 2014,3:30p,Houston Rockets,104,Miami Heat,113,Box Score,,19666,2:34,AmericanAirlines Arena,
Sun Mar 16 2014,6:00p,Boston Celtics,120,New Orleans Pelicans,121,Box Score,OT,17050,2:39,Smoothie King Center,
Sun Mar 16 2014,7:00p,Sacramento Kings,102,Minnesota Timberwolves,104,Box Score,,13171,2:16,Target Center,
Sun Mar 16 2014,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,86,Box Score,,18203,2:10,Chesapeake Energy Arena,
Sun Mar 16 2014,7:00p,Utah Jazz,104,San Antonio Spurs,122,Box Score,,18242,2:02,AT&T Center,
Sun Mar 16 2014,9:00p,Golden State Warriors,113,Portland Trail Blazers,112,Box Score,,20063,2:16,Moda Center,
Sun Mar 16 2014,9:30p,Cleveland Cavaliers,80,Los Angeles Clippers,102,Box Score,,19274,2:14,STAPLES Center,
Mon Mar 17 2014,7:00p,Atlanta Hawks,97,Charlotte Bobcats,83,Box Score,,14419,1:57,Time Warner Cable Arena,
Mon Mar 17 2014,7:00p,Philadelphia 76ers,90,Indiana Pacers,99,Box Score,,18165,2:24,Bankers Life Fieldhouse,
Mon Mar 17 2014,7:30p,Phoenix Suns,95,Brooklyn Nets,108,Box Score,,17401,2:11,Barclays Center,
Mon Mar 17 2014,8:00p,Oklahoma City Thunder,97,Chicago Bulls,85,Box Score,,22261,2:23,United Center,
Mon Mar 17 2014,8:00p,Utah Jazz,86,Houston Rockets,124,Box Score,,18156,2:12,Toyota Center,
Mon Mar 17 2014,8:30p,Boston Celtics,89,Dallas Mavericks,94,Box Score,,20132,2:18,American Airlines Center,
Mon Mar 17 2014,10:30p,Los Angeles Clippers,100,Denver Nuggets,110,Box Score,,16553,2:37,Pepsi Center,
Tue Mar 18 2014,7:00p,Miami Heat,100,Cleveland Cavaliers,96,Box Score,,20562,2:21,Quicken Loans Arena,
Tue Mar 18 2014,7:30p,Toronto Raptors,113,Atlanta Hawks,118,Box Score,OT,11759,2:42,Philips Arena,
Tue Mar 18 2014,10:00p,Milwaukee Bucks,115,Portland Trail Blazers,120,Box Score,OT,19572,2:40,Moda Center,
Tue Mar 18 2014,10:00p,Washington Wizards,111,Sacramento Kings,117,Box Score,OT,16084,2:38,Sleep Train Arena,
Tue Mar 18 2014,10:30p,Orlando Magic,89,Golden State Warriors,103,Box Score,,19596,2:07,Oracle Arena,
Wed Mar 19 2014,7:00p,Chicago Bulls,102,Philadelphia 76ers,94,Box Score,,13222,2:17,Wells Fargo Center,
Wed Mar 19 2014,7:30p,Miami Heat,96,Boston Celtics,101,Box Score,,18624,2:06,TD Garden,
Wed Mar 19 2014,7:30p,Charlotte Bobcats,99,Brooklyn Nets,104,Box Score,,17222,2:09,Barclays Center,
Wed Mar 19 2014,8:00p,Utah Jazz,86,Memphis Grizzlies,96,Box Score,,17011,2:08,FedEx Forum,
Wed Mar 19 2014,8:00p,Toronto Raptors,107,New Orleans Pelicans,100,Box Score,,15282,2:16,Smoothie King Center,
Wed Mar 19 2014,8:00p,Indiana Pacers,86,New York Knicks,92,Box Score,,19812,2:41,Madison Square Garden (IV),
Wed Mar 19 2014,8:30p,Minnesota Timberwolves,123,Dallas Mavericks,122,Box Score,OT,20100,2:28,American Airlines Center,
Wed Mar 19 2014,9:00p,Detroit Pistons,109,Denver Nuggets,118,Box Score,,16671,2:13,Pepsi Center,
Wed Mar 19 2014,10:00p,Orlando Magic,93,Phoenix Suns,109,Box Score,,17508,2:06,US Airways Center,
Wed Mar 19 2014,10:30p,San Antonio Spurs,125,Los Angeles Lakers,109,Box Score,,18997,2:14,STAPLES Center,
Thu Mar 20 2014,7:00p,Oklahoma City Thunder,102,Cleveland Cavaliers,95,Box Score,,18246,2:22,Quicken Loans Arena,
Thu Mar 20 2014,8:00p,Minnesota Timberwolves,106,Houston Rockets,129,Box Score,,18315,2:02,Toyota Center,
Thu Mar 20 2014,10:00p,Washington Wizards,103,Portland Trail Blazers,116,Box Score,,19571,2:10,Moda Center,
Thu Mar 20 2014,10:30p,Milwaukee Bucks,110,Golden State Warriors,115,Box Score,,19596,2:24,Oracle Arena,
Fri Mar 21 2014,7:00p,Chicago Bulls,79,Indiana Pacers,91,Box Score,,18165,2:13,Bankers Life Fieldhouse,
Fri Mar 21 2014,7:00p,New York Knicks,93,Philadelphia 76ers,92,Box Score,,12745,2:15,Wells Fargo Center,
Fri Mar 21 2014,7:00p,Oklahoma City Thunder,119,Toronto Raptors,118,Box Score,2OT,19800,3:17,Air Canada Centre,
Fri Mar 21 2014,7:30p,New Orleans Pelicans,111,Atlanta Hawks,105,Box Score,,15476,2:22,Philips Arena,
Fri Mar 21 2014,7:30p,Boston Celtics,98,Brooklyn Nets,114,Box Score,,17732,2:05,Barclays Center,
Fri Mar 21 2014,7:30p,Memphis Grizzlies,86,Miami Heat,91,Box Score,,20007,2:20,AmericanAirlines Arena,
Fri Mar 21 2014,8:30p,Denver Nuggets,106,Dallas Mavericks,122,Box Score,,20188,2:10,American Airlines Center,
Fri Mar 21 2014,10:00p,Detroit Pistons,92,Phoenix Suns,98,Box Score,,18422,2:24,US Airways Center,
Fri Mar 21 2014,10:00p,San Antonio Spurs,99,Sacramento Kings,79,Box Score,,17317,2:15,Sleep Train Arena,
Fri Mar 21 2014,10:30p,Washington Wizards,117,Los Angeles Lakers,107,Box Score,,18112,2:17,STAPLES Center,
Sat Mar 22 2014,7:00p,Portland Trail Blazers,94,Charlotte Bobcats,124,Box Score,,18706,2:01,Time Warner Cable Arena,
Sat Mar 22 2014,7:30p,Houston Rockets,118,Cleveland Cavaliers,111,Box Score,,19058,2:26,Quicken Loans Arena,
Sat Mar 22 2014,8:00p,Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,21799,2:13,United Center,
Sat Mar 22 2014,8:00p,Indiana Pacers,71,Memphis Grizzlies,82,Box Score,,18119,2:05,FedEx Forum,
Sat Mar 22 2014,8:00p,Miami Heat,95,New Orleans Pelicans,105,Box Score,,18185,2:10,Smoothie King Center,
Sat Mar 22 2014,9:00p,Orlando Magic,88,Utah Jazz,89,Box Score,,19228,2:17,EnergySolutions Arena,
Sat Mar 22 2014,10:30p,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,19596,2:14,Oracle Arena,
Sat Mar 22 2014,10:30p,Detroit Pistons,103,Los Angeles Clippers,112,Box Score,,19214,2:05,STAPLES Center,
Sun Mar 23 2014,1:00p,Atlanta Hawks,86,Toronto Raptors,96,Box Score,,18140,2:12,Air Canada Centre,
Sun Mar 23 2014,3:30p,Phoenix Suns,127,Minnesota Timberwolves,120,Box Score,,17866,2:26,Target Center,
Sun Mar 23 2014,5:00p,Washington Wizards,102,Denver Nuggets,105,Box Score,,18324,2:17,Pepsi Center,
Sun Mar 23 2014,6:00p,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,16341,2:20,Sleep Train Arena,
Sun Mar 23 2014,7:30p,Brooklyn Nets,107,Dallas Mavericks,104,Box Score,OT,19603,2:46,American Airlines Center,
Sun Mar 23 2014,7:30p,Cleveland Cavaliers,106,New York Knicks,100,Box Score,,19812,2:19,Madison Square Garden (IV),
Sun Mar 23 2014,9:30p,Orlando Magic,94,Los Angeles Lakers,103,Box Score,,17803,2:15,STAPLES Center,
Mon Mar 24 2014,7:00p,Houston Rockets,100,Charlotte Bobcats,89,Box Score,,15511,2:07,Time Warner Cable Arena,
Mon Mar 24 2014,7:30p,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,12240,2:11,Philips Arena,
Mon Mar 24 2014,7:30p,Portland Trail Blazers,91,Miami Heat,93,Box Score,,20030,2:12,AmericanAirlines Arena,
Mon Mar 24 2014,8:00p,Indiana Pacers,77,Chicago Bulls,89,Box Score,,21803,2:09,United Center,
Mon Mar 24 2014,8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,109,Box Score,,17784,1:58,FedEx Forum,
Mon Mar 24 2014,8:00p,Brooklyn Nets,104,New Orleans Pelicans,109,Box Score,OT,14599,2:37,Smoothie King Center,
Mon Mar 24 2014,8:00p,Denver Nuggets,96,Oklahoma City Thunder,117,Box Score,,18203,2:19,Chesapeake Energy Arena,
Mon Mar 24 2014,8:30p,Philadelphia 76ers,91,San Antonio Spurs,113,Box Score,,17798,1:59,AT&T Center,
Mon Mar 24 2014,9:00p,Detroit Pistons,114,Utah Jazz,94,Box Score,,17595,2:01,EnergySolutions Arena,
Mon Mar 24 2014,10:30p,Milwaukee Bucks,98,Los Angeles Clippers,106,Box Score,,19060,2:09,STAPLES Center,
Tue Mar 25 2014,7:00p,Toronto Raptors,100,Cleveland Cavaliers,102,Box Score,,15497,2:22,Quicken Loans Arena,
Tue Mar 25 2014,7:00p,Portland Trail Blazers,85,Orlando Magic,95,Box Score,,17896,2:00,Amway Center,
Tue Mar 25 2014,8:00p,Oklahoma City Thunder,119,Dallas Mavericks,128,Box Score,OT,19607,3:06,American Airlines Center,
Tue Mar 25 2014,10:30p,New York Knicks,96,Los Angeles Lakers,127,Box Score,,18997,2:22,STAPLES Center,
Wed Mar 26 2014,7:00p,Brooklyn Nets,111,Charlotte Bobcats,116,Box Score,OT,15943,2:24,Time Warner Cable Arena,
Wed Mar 26 2014,7:00p,Phoenix Suns,99,Washington Wizards,93,Box Score,,18805,2:06,Verizon Center,
Wed Mar 26 2014,7:30p,Toronto Raptors,99,Boston Celtics,90,Box Score,,18341,2:03,TD Garden,
Wed Mar 26 2014,7:30p,Cleveland Cavaliers,97,Detroit Pistons,96,Box Score,,15979,2:17,The Palace of Auburn Hills,
Wed Mar 26 2014,8:00p,Miami Heat,83,Indiana Pacers,84,Box Score,,18165,2:42,Bankers Life Fieldhouse,
Wed Mar 26 2014,8:00p,Atlanta Hawks,83,Minnesota Timberwolves,107,Box Score,,11632,1:58,Target Center,
Wed Mar 26 2014,8:00p,Los Angeles Clippers,96,New Orleans Pelicans,98,Box Score,,16363,2:17,Smoothie King Center,
Wed Mar 26 2014,8:30p,Denver Nuggets,103,San Antonio Spurs,108,Box Score,,17949,2:11,AT&T Center,
Wed Mar 26 2014,10:00p,New York Knicks,107,Sacramento Kings,99,Box Score,,15594,2:20,Sleep Train Arena,
Wed Mar 26 2014,10:30p,Memphis Grizzlies,91,Utah Jazz,87,Box Score,,19081,2:21,EnergySolutions Arena,
Thu Mar 27 2014,7:30p,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,13228,2:05,Philips Arena,
Thu Mar 27 2014,8:00p,Philadelphia 76ers,98,Houston Rockets,120,Box Score,,18334,2:12,Toyota Center,
Thu Mar 27 2014,8:00p,Los Angeles Lakers,105,Milwaukee Bucks,108,Box Score,,15439,2:15,BMO Harris Bradley Center,
Thu Mar 27 2014,8:30p,Los Angeles Clippers,109,Dallas Mavericks,103,Box Score,,19912,2:37,American Airlines Center,
Fri Mar 28 2014,7:00p,Charlotte Bobcats,105,Orlando Magic,110,Box Score,OT,16003,2:35,Amway Center,
Fri Mar 28 2014,7:00p,Boston Celtics,103,Toronto Raptors,105,Box Score,,19800,2:14,Air Canada Centre,
Fri Mar 28 2014,7:00p,Indiana Pacers,78,Washington Wizards,91,Box Score,,19708,2:11,Verizon Center,
Fri Mar 28 2014,7:30p,Cleveland Cavaliers,97,Brooklyn Nets,108,Box Score,,17732,2:09,Barclays Center,
Fri Mar 28 2014,7:30p,Miami Heat,110,Detroit Pistons,78,Box Score,,21231,2:06,The Palace of Auburn Hills,
Fri Mar 28 2014,8:00p,Portland Trail Blazers,91,Chicago Bulls,74,Box Score,,22055,1:52,United Center,
Fri Mar 28 2014,8:00p,Los Angeles Lakers,107,Minnesota Timberwolves,143,Box Score,,16442,2:07,Target Center,
Fri Mar 28 2014,8:00p,Utah Jazz,95,New Orleans Pelicans,102,Box Score,,17699,2:19,Smoothie King Center,
Fri Mar 28 2014,8:00p,Sacramento Kings,81,Oklahoma City Thunder,94,Box Score,,18203,2:13,Chesapeake Energy Arena,
Fri Mar 28 2014,9:00p,San Antonio Spurs,133,Denver Nuggets,102,Box Score,,19155,2:10,Pepsi Center,
Fri Mar 28 2014,10:00p,New York Knicks,88,Phoenix Suns,112,Box Score,,17106,2:11,US Airways Center,
Fri Mar 28 2014,10:30p,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,19596,2:04,Oracle Arena,
Sat Mar 29 2014,7:30p,Detroit Pistons,98,Philadelphia 76ers,123,Box Score,,17438,2:08,Wells Fargo Center,
Sat Mar 29 2014,8:00p,Los Angeles Clippers,118,Houston Rockets,107,Box Score,,18337,2:21,Toyota Center,
Sat Mar 29 2014,8:00p,Atlanta Hawks,97,Washington Wizards,101,Box Score,,17996,2:22,Verizon Center,
Sat Mar 29 2014,8:30p,Sacramento Kings,100,Dallas Mavericks,103,Box Score,,20210,2:27,American Airlines Center,
Sat Mar 29 2014,8:30p,Miami Heat,88,Milwaukee Bucks,67,Box Score,,17986,2:05,BMO Harris Bradley Center,
Sat Mar 29 2014,8:30p,New Orleans Pelicans,80,San Antonio Spurs,96,Box Score,,18581,2:00,AT&T Center,
Sun Mar 30 2014,3:00p,Indiana Pacers,76,Cleveland Cavaliers,90,Box Score,,17147,2:15,Quicken Loans Arena,
Sun Mar 30 2014,3:00p,Utah Jazz,96,Oklahoma City Thunder,116,Box Score,,18203,2:10,Chesapeake Energy Arena,
Sun Mar 30 2014,6:00p,Minnesota Timberwolves,99,Brooklyn Nets,114,Box Score,,17732,2:04,Barclays Center,
Sun Mar 30 2014,6:00p,Toronto Raptors,98,Orlando Magic,93,Box Score,,16018,2:18,Amway Center,
Sun Mar 30 2014,7:00p,Chicago Bulls,107,Boston Celtics,102,Box Score,,18624,2:12,TD Garden,
